ISO Code,CountryName,Year,Preterm,Intrapartum,Sepsis,Tetanus,Congenital,Pneumonia,Diarrhoea,Malaria,AIDS,Measles,Injury,Meningitis,Other,Total,Pneumonia (Newborn),Preterm (Newborn),Intrapartum (Newborn),Sepsis (Newborn),Tetanus (Newborn),Congenital (Newborn),Diarrhoea (Newborn),Other (Newborn),"Pneumonia 
NGA,Nigeria,2000,8.2,8.8,2.9,1.8,2.9,14.8,13.3,16.3,2.4,15.1,2.7,2.1,8.5,100,1.9,7.1,8.1,2.9,1.8,1.5,0.3,1.3,12.9,13,16.3,2.4,15.1,2.4,2.1,10.6,100,17.2,17.4,21.8,3.2,20.2,3.2,2.8,14.2,100,7.7,28.5,32.5,11.7,7.2,6,1.1,5.3,100
NIU,Niue,2000,5.8,3.1,0,0,21.2,25.9,4.6,0,0,0,12.2,4.4,22.9,100,0,0,0,0,0,0,0,0,25.9,4.6,0,0,0,12.2,4.4,53,100,25.9,4.6,0,0,0,12.2,4.4,53,100,0,0,0,0,0,0,0,0,100
NOR,Norway,2000,12.3,10.1,1.1,0,37.1,3.3,0.5,0,0,0,6.2,4.9,24.5,100,1.1,9.2,9.2,1.1,0,21.4,0,12.5,2.2,0.5,0,0,0,6.2,4.9,31.6,100,4.9,1,0,0,0,13.5,10.9,69.6,100,2,16.9,16.9,2,0,39.2,0,23,100
OMN,Oman,2000,17.7,8.4,3.1,0,24.5,10.1,1.9,0,0.4,0,12.4,1.4,19.9,100,0.7,17.2,8.2,3.1,0,11.7,0,6.2,9.4,1.9,0,0.4,0,12.1,1.4,27.5,100,17.9,3.5,0,0.8,0,22.9,2.7,52.1,100,1.4,36.4,17.4,6.7,0,24.9,0,13.2,100
PAK,Pakistan,2000,15.4,15.1,8.4,5.6,4.3,19.3,13.1,0.1,0,0.8,5,2.3,10.7,100,4,14.3,14.2,8.4,5.6,2.8,0.8,3.8,15.3,12.3,0.1,0,0.8,3.8,2.3,11.5,100,33.2,26.7,0.2,0,1.7,8.3,5.1,24.8,100,7.5,26.5,26.4,15.5,10.4,5.2,1.4,7,100
PLW,Palau,2000,25.2,8.1,6.3,0,17.9,9.6,1.8,0,0,0,15.8,2.2,13.1,100,2.1,24.4,7.6,6.3,0,10.9,0,4.3,7.5,1.8,0,0,0,15.2,2.2,17.8,100,16.8,4,0,0,0,34.2,5,40,100,3.8,43.9,13.7,11.3,0,19.6,0,7.7,100
PAN,Panama,2000,21.1,8.5,6.4,0,27.4,9.7,4.4,0,0.7,0,3.1,1.5,17.2,100,4.1,20.8,8.5,6.4,0,16.9,0,2.3,5.6,4.4,0,0.7,0,2.8,1.4,26,100,13.7,10.8,0,1.7,0,7,3.5,63.5,100,6.9,35.2,14.3,10.9,0,28.7,0,4,100
PNG,Papua New Guinea,2000,14.4,11.3,5.2,0.7,4.8,15.1,8.7,14.9,1,7.5,4,2.3,10.2,100,2.6,13.2,10.6,5.2,0.7,3,0.3,2.6,12.5,8.4,14.9,1,7.5,3.6,2.3,11.6,100,20.2,13.5,24,1.6,12.1,5.9,3.8,18.8,100,6.8,34.6,27.7,13.6,1.8,7.9,0.8,6.8,100
PRY,Paraguay,2000,22.1,7.8,6.8,1.3,14.7,13.8,8.8,0,0.5,0,5.9,1.3,17,100,2.5,21.8,7.6,6.8,1.3,8,0,4,11.4,8.8,0,0.5,0,5.4,1.3,20.7,100,23.7,18.3,0,1,0,11.3,2.7,43.1,100,4.7,41.9,14.7,13.1,2.5,15.4,0,7.7,100
PER,Peru,2000,17.7,7.9,5.1,0.8,13.1,14.7,7.5,0,0.9,0,5.1,2.2,24.8,100,2.3,17,7.1,5.1,0.8,5.9,0,3.2,12.5,7.5,0,0.9,0,4.7,2.2,30.7,100,21.3,12.9,0,1.6,0,8,3.8,52.5,100,5.5,41.1,17.1,12.3,2,14.3,0,7.8,100
PHL,Philippines,2000,16.9,11.5,5.1,0.3,7.8,21.5,11.7,0.1,0,0.1,6.9,2.6,15.3,100,2.9,15.1,10.8,5.1,0.3,5.7,0.4,2.9,18.7,11.3,0.1,0,0.1,6.8,2.6,17.2,100,32.8,19.9,0.1,0,0.2,12,4.6,30.3,100,6.6,35,25,11.9,0.7,13.1,0.9,6.7,100
POL,Poland,2000,25.7,9.2,5.8,0,36.3,5,0.2,0,0,0,6.1,1.1,10.5,100,0.9,22.2,8.1,5.8,0,21.4,0,2.3,4.1,0.2,0,0,0,5.4,1.1,28.6,100,10.5,0.5,0,0,0,13.6,2.9,72.6,100,1.4,36.6,13.3,9.6,0,35.3,0,3.7,100
PRT,Portugal,2000,20,6,5.6,0,31.2,2.9,0.2,0.2,0.2,0,9.7,4,20,100,0.1,19.7,5.8,5.6,0,14.3,0,1.9,2.8,0.2,0.2,0.2,0,9.1,4,36.1,100,5.4,0.3,0.3,0.3,0,17.3,7.7,68.7,100,0.3,41.4,12.3,11.8,0,30.2,0,4,100
QAT,Qatar,2000,23.1,8.8,2.9,0,26.6,5.6,0.8,0,0.3,0,9.6,1.6,20.6,100,0.3,20.7,8.2,2.9,0,14.8,0,7.1,5.3,0.8,0,0.3,0,9.3,1.6,28.5,100,11.6,1.8,0,0.7,0,20.3,3.5,62.1,100,0.6,38.2,15.2,5.4,0,27.4,0,13.2,100
ROU,Romania,2000,19.3,5.4,0.9,0,19.5,32,2.4,0,0.1,0,8.4,2.5,9.5,100,6.4,19.3,5.3,0.9,0,11,0,4.4,25.5,2.4,0,0.1,0,7.8,2.3,14.5,100,48.5,4.6,0,0.2,0,14.7,4.3,27.6,100,13.6,40.8,11.2,1.8,0,23.3,0,9.3,100
RUS,Russian Federation,2000,22,6.7,4.5,0,22.6,13.5,1.9,0,0.9,0,10.1,2.3,15.6,100,3,20.8,6,4.5,0,11.7,0,3.4,10.6,1.9,0,0.9,0,9.5,2.3,25.5,100,20.8,3.7,0,1.8,0,18.8,4.5,50.4,100,6.1,42.2,12.1,9.1,0,23.7,0,7,100
RWA,Rwanda,2000,7.4,8.6,4,0.5,3.9,21.3,19.4,6.5,3.6,1,4.1,7.3,12.4,100,1.8,5.6,7.6,4,0.5,1.5,0.3,1.5,19.5,19.1,6.5,3.5,1,3.8,7.3,16.5,100,25.3,24.7,8.4,4.6,1.3,5,9.4,21.3,100,7.8,24.5,33.5,17.6,2.2,6.5,1.3,6.6,100
KNA,Saint Kitts & Nevis,2000,35.8,19.4,3.8,0,12.1,2.7,2.7,0,0,0,1.5,0,22.1,100,0,34.4,17.9,3.8,0,3.8,0,5.2,2.7,2.7,0,0,0,1.5,0,28.1,100,7.7,7.7,0,0,0,4.2,0,80.4,100,0,52.9,27.6,5.8,0,5.8,0,8,100
LCA,Saint Lucia,2000,30.5,10.6,10.3,0,13.9,3.7,2.4,0,2.3,0,5.5,0.8,20,100,0,29.9,9.9,10.3,0,8.1,0,2.8,3.7,2.4,0,2.3,0,5.5,0.8,24.2,100,9.5,6.2,0,5.8,0,14.1,2.2,62.3,100,0,49,16.2,16.9,0,13.3,0,4.6,100
WSM,Samoa,2000,24.5,7.7,6.2,0,21.4,12.4,5,0,0,0,4.7,1.4,16.7,100,3,23.1,6.7,6.2,0,12.1,0,2.8,9.4,5,0,0,0,4.1,1.4,26.2,100,20.4,10.9,0,0,0,8.8,3.1,56.7,100,5.5,42.8,12.4,11.5,0,22.5,0,5.2,100
SMR,San Marino,2000,0,0,0,0,16.6,0,0,0,0,0,0,0,83.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100
STP,Sao Tome & Principe,2000,10.8,8.9,5.5,0.1,4,16.2,11.1,21.8,1.9,0.3,4.3,2.6,12.5,100,2.1,9.6,8.2,5.5,0.1,2.2,0.2,2.2,14.1,10.9,21.8,1.9,0.3,3.9,2.6,14.4,100,20.2,15.6,31.2,2.7,0.4,5.6,3.7,20.5,100,6.9,31.8,27.4,18.3,0.4,7.5,0.5,7.3,100
SAU,Saudi Arabia,2000,22.1,10.2,4.3,0,22.1,10.2,2.6,0,0.1,0.2,7.1,1.6,19.6,100,1,20.5,9.8,4.3,0,11.9,0,6.4,9.2,2.6,0,0.1,0.2,6.7,1.6,25.8,100,19.9,5.7,0,0.2,0.3,14.5,3.4,56,100,1.8,38,18.2,7.9,0,22.1,0,11.9,100
SEN,Senegal,2000,11.9,8.8,5.3,0.7,3.6,18.7,14.9,6.9,0.6,7.8,3.9,4.8,12.2,100,2,10.3,8,5.3,0.7,1.4,0.2,1.4,16.6,14.7,6.9,0.6,7.8,3.8,4.8,15.5,100,23.5,20.8,9.8,0.9,11,5.3,6.7,22,100,6.8,35.2,27.2,18.1,2.3,4.8,0.8,4.8,100
SRB,Serbia,2000,30.8,16.3,4.6,0,26.6,5.5,0.9,0,0.4,0,4.9,1.5,8.6,100,0.8,28.8,14.3,4.6,0,10.7,0,1.3,4.7,0.9,0,0.4,0,4.9,1.5,27.2,100,11.8,2.4,0,0.9,0,12.4,3.7,68.8,100,1.3,47.6,23.6,7.6,0,17.7,0,2.2,100
SYC,Seychelles,2000,27.3,9.5,6,0,26.1,7.6,1.2,0,0,0,7,0.8,14.4,100,2.2,26.4,9.2,6,0,17.6,0,5.4,5.4,1.2,0,0,0,6.4,0.8,19.4,100,16.3,3.6,0,0,0,19.2,2.5,58.3,100,3.2,39.6,13.8,8.9,0,26.5,0,8,100
SLE,Sierra Leone,2000,8.2,6,3.3,1,2.9,14.5,15.4,20.5,0.4,14.2,2.3,3,8.5,100,1.5,6.9,5.5,3.3,1,1.5,0.3,1,13.1,15,20.5,0.4,14.2,2.1,3,10.8,100,16.5,19,25.9,0.5,17.9,2.7,3.7,13.7,100,7,33.1,26.4,15.6,4.6,7.1,1.6,4.6,100
SGP,Singapore,2000,18.8,3.8,1.9,0,32.9,8.3,0,0,0,0,6.1,1.9,26.4,100,0.6,15.5,3.1,1.9,0,17.9,0,1.2,7.7,0,0,0,0,6.1,1.3,44.7,100,12.8,0,0,0,0,10.2,2.2,74.8,100,1.5,38.5,7.7,4.6,0,44.6,0,3.1,100
SVK,Slovakia,2000,27.5,4.3,1.2,0,27.2,13.2,1.7,0,0,0,6.5,1.9,16.5,100,2.1,23.4,3.7,1.2,0,15.4,0,4.9,11.1,1.7,0,0,0,6.3,1.9,28.4,100,22.6,3.4,0,0,0,12.7,3.8,57.6,100,4.1,46.2,7.2,2.4,0,30.3,0,9.7,100
SVN,Slovenia,2000,32,7.8,4.8,0,38.7,0,0,0,0,0,6.7,0,10,100,0,29.9,5.8,4.8,0,19.3,0,0,0,0,0,0,0,6.7,0,33.5,100,0,0,0,0,0,16.7,0,83.3,100,0,50,9.7,8.1,0,32.3,0,0,100
SLB,Solomon Islands,2000,14.5,11,5.9,0.2,9.6,16.5,7.7,12.8,0,0,5.5,3,13.4,100,2.5,13.1,10.1,5.9,0.2,7.2,0.2,2.7,14,7.5,12.8,0,0,5.4,3,15.4,100,24.1,12.9,22,0,0,9.3,5.2,26.5,100,6,31.3,24.1,14.1,0.5,17.2,0.4,6.4,100
SOM,Somalia,2000,7.8,8,2.7,1.8,2.9,17.6,15.5,0.9,0.2,26.9,3.3,3.8,8.7,100,1.9,6.5,7.2,2.7,1.8,1.3,0.2,1,15.6,15.3,0.9,0.2,26.9,3.1,3.8,11.5,100,20.2,19.7,1.1,0.3,34.8,4,5,14.9,100,8.5,28.6,31.8,11.8,7.9,5.7,1.1,4.5,100
ZAF,South Africa,2000,9.7,5.8,3,0,3.9,11.9,8.4,0.2,39.3,0.9,3.7,1.1,12.1,100,2,8.4,5.1,3,0,1.4,0,3.3,10,8.4,0.2,39.3,0.9,3.4,1,13.7,100,13,10.9,0.2,51.1,1.1,4.4,1.3,17.8,100,8.4,36.3,22.1,12.9,0,5.9,0,14.4,100
SSD,South Sudan,2000,9.4,10.6,3.9,4.8,3.5,19.9,16.8,9.7,1.6,2.4,3.5,4.6,9.5,100,2.6,7.9,9.9,3.9,4.8,1.9,0.3,1.4,17.2,16.5,9.7,1.5,2.4,3.3,4.6,12.2,100,25.6,24.4,14.4,2.3,3.5,4.9,6.8,18.1,100,8,24.3,30.2,12,14.6,5.7,1,4.3,100
ESP,Spain,2000,20.7,7.1,4.5,0,35.4,2.3,0.2,0,0.1,0,6.6,3.5,19.5,100,0.3,17.1,6.2,4.5,0,17.3,0,7.6,2.1,0.2,0,0.1,0,6.4,3.5,34.9,100,4.4,0.4,0,0.1,0,13.6,7.4,74.1,100,0.5,32.3,11.8,8.4,0,32.6,0,14.4,100
LKA,Sri Lanka,2000,21.2,7.9,4,0.5,22.8,9.8,3.8,1.4,0,0,9.3,0.9,18.6,100,3.3,20.9,7.7,4,0.4,13.5,0,9.2,6.5,3.8,1.4,0,0,8.7,0.9,19.8,100,15.8,9.2,3.3,0,0,21.2,2.2,48.2,100,5.6,35.4,13,6.7,0.8,22.9,0,15.6,100
VCT,St Vincent & the Grenadines,2000,35.1,11.1,3.4,0,16,3.4,3.5,0,3.3,0,7,1.1,16.1,100,0,31.8,10,3.4,0,11.7,0,2.3,3.4,3.5,0,3.3,0,7,1.1,22.5,100,8.2,8.6,0,8,0,17.2,2.7,55.2,100,0,53.6,16.8,5.7,0,19.8,0,4,100
SDN,Sudan,2000,13,11.3,5.7,1,3.9,21.8,15.1,1.9,0.1,4.1,5.1,5.1,11.9,100,3.1,11.5,10.5,5.7,1,2.1,0.4,2,18.7,14.7,1.9,0.1,4.1,4.8,5.1,14.4,100,29.3,23.1,3,0.1,6.4,7.5,8.1,22.5,100,8.4,31.7,28.9,15.7,2.8,5.9,1,5.5,100
SUR,Suriname,2000,20.3,7.7,14.2,0,12,8.2,6.8,3.8,1.3,0,8.4,2.1,15.3,100,2.9,19.6,6.9,14.2,0,7.8,0,0.5,5.3,6.8,3.8,1.3,0,8.4,2.1,20.4,100,11,14.1,7.9,2.7,0,17.5,4.4,42.5,100,5.7,37.7,13.2,27.4,0,15.1,0,0.9,100
SWZ,Swaziland,2000,8,7,2.7,0.2,3.9,12.9,9.5,0,42.3,0,2.8,1.5,9.1,100,1.5,6.6,6.4,2.7,0.2,1.3,0.1,1.6,11.4,9.4,0,41.9,0,2.7,1.5,12.7,100,14.3,11.9,0,52.6,0,3.3,1.9,16,100,7.2,32.6,31.2,13.4,0.9,6.2,0.5,7.9,100
SWE,Sweden,2000,16.7,9.2,5,0,45,1.8,0,0,0,0,4,1.2,17,100,0.6,11.6,6.8,5,0,24,0,7.4,1.2,0,0,0,0,3.7,1.2,38.5,100,2.7,0,0,0,0,8.3,2.7,86.3,100,1.1,20.9,12.3,9.1,0,43.3,0,13.4,100
CHE,Switzerland,2000,26.1,8.1,2.8,0,30.7,1.4,0.3,0,0,0,8,2,20.4,100,0.4,24.1,8.1,2.8,0,19.3,0,6.9,1,0.3,0,0,0,7.6,2,27.4,100,2.7,0.9,0,0,0,19.8,5.2,71.5,100,0.7,39.1,13.2,4.5,0,31.3,0,11.2,100
SYR,Syria,2000,22.6,11,4.6,0.6,20.4,14,9.5,0,0,0.2,2.9,1.1,13,100,2.7,21.3,10.2,4.6,0.6,12,0,2.6,11.3,9.5,0,0,0.2,2.3,1.1,21.6,100,24.6,20.7,0,0,0.3,5,2.5,46.9,100,4.9,39.5,18.9,8.6,1.1,22.3,0,4.8,100
TJK,Tajikistan,2000,13.7,10.1,4,0.5,5.6,22.7,15.6,0,0,0,6.1,4.6,17.1,100,2.2,12.2,8.5,4,0.5,2.3,0.4,2.2,20.6,15.2,0,0,0,5.6,4.6,21.8,100,30.4,22.4,0,0,0,8.2,6.7,32.1,100,6.7,37.7,26.3,12.5,1.5,7.2,1.2,6.9,100
TZA,Tanzania,2000,8.7,9.8,4.7,0.5,3.5,18.4,13.7,11.3,8.9,2,3.9,3.4,11.1,100,2.1,7.5,8.8,4.7,0.5,1.5,0.2,1.6,16.3,13.5,11.3,8.8,2,3.8,3.4,14,100,22.3,18.6,15.5,12.1,2.7,5.1,4.6,19.1,100,7.9,27.6,32.8,17.4,1.9,5.7,0.7,6,100
THA,Thailand,2000,24.6,8.7,6.1,0.4,19.9,11.4,4,0.9,6.4,0.2,4.3,0.9,12.2,100,3.9,23.8,8.5,6.1,0.4,12.4,0,4.4,7.6,4,0.9,6.3,0.2,3.7,0.9,17.1,100,18.6,9.7,2.1,15.5,0.6,9.1,2.3,42,100,6.5,40.1,14.2,10.3,0.6,20.9,0,7.4,100
TLS,Timor Leste,2000,10.4,12.3,5.7,1.5,4,23.5,16.6,4.1,0,0,5.7,3.3,12.9,100,2.8,8.8,11.5,5.7,1.4,2.4,0.4,2.7,20.7,16.2,4.1,0,0,5.2,3.3,14.9,100,32.1,25.1,6.4,0,0,8.1,5.1,23.1,100,8,24.7,32.3,16,3.9,6.6,1,7.5,100
TGO,Togo,2000,10.9,9,4.8,0.7,3.1,13.8,9.9,19,4.6,10.1,3,2.5,8.7,100,2.1,9.8,8.5,4.8,0.7,1.6,0.2,1.5,11.7,9.7,19,4.6,10.1,2.8,2.5,10.6,100,16.5,13.7,26.8,6.4,14.3,4,3.5,14.9,100,7.2,33.6,29,16.5,2.3,5.4,0.8,5.1,100
TON,Tonga,2000,19.9,6.1,4.6,0,23.8,12.5,5.2,0,0,0,8.3,1.7,18,100,2.5,18.1,5.2,4.6,0,10.8,0,2.6,10,5.2,0,0,0,7.7,1.7,31.7,100,17.8,9.2,0,0,0,13.8,3,56.3,100,5.8,41.4,11.8,10.5,0,24.6,0,5.9,100
TTO,Trinidad & Tobago,2000,37.8,27,2.8,0,12.5,3.1,1,0,2.9,0,2.4,1.2,9.3,100,1.6,29.4,24.7,2.8,0,6.6,0,1.3,1.6,1,0,2.9,0,2.1,1.2,24.9,100,4.7,2.9,0,8.7,0,6.2,3.5,74.1,100,2.4,44.3,37.1,4.3,0,10,0,1.9,100
TUN,Tunisia,2000,23.7,11.3,3.7,1.3,17.6,15.1,5.4,0,0,0,5.8,1.4,14.8,100,4.1,23,11,3.7,1.3,9.8,0,4.3,11,5.4,0,0,0,5.2,1.4,19.9,100,25.7,12.6,0,0,0,12,3.2,46.5,100,7.1,40.2,19.3,6.4,2.2,17.2,0,7.5,100
TUR,Turkey,2000,22.1,5.3,3.5,0,30.4,6.7,1.8,0,0,0,3.6,0.6,26,100,0.7,19.3,4.4,3.5,0,14.1,0,6.2,5.9,1.8,0,0,0,3.6,0.6,39.7,100,11.4,3.6,0,0,0,6.9,1.2,76.9,100,1.5,40,9.1,7.2,0,29.3,0,12.9,100
TKM,Turkmenistan,2000,16.3,11,4.2,0.4,7.5,20.8,14,0,0.1,0,5.9,2.7,17.2,100,2.3,14.8,9.2,4.2,0.4,3.4,0.3,2.4,18.5,13.7,0,0.1,0,5.3,2.7,22.7,100,29.4,21.7,0,0.1,0,8.4,4.4,36,100,6.1,40,25,11.3,1.2,9.1,0.8,6.5,100
TUV,Tuvalu,2000,28.7,12.2,5.8,0,13.3,16.4,5,0,0,0,6.4,1.4,10.6,100,5.3,28.1,11.8,5.8,0,8.5,0,4.1,11.1,5,0,0,0,5.6,1.4,13.2,100,30.6,13.9,0,0,0,15.4,3.9,36.2,100,8.3,44.2,18.6,9.2,0,13.3,0,6.4,100
UGA,Uganda,2000,7.2,7.3,3.3,0.4,2.8,14.1,10.9,25.1,8.6,6,3,2.8,8.5,100,1.6,6.2,6.5,3.3,0.4,1.1,0.2,1.3,12.5,10.8,25.1,8.5,6,2.7,2.8,11,100,15.8,13.6,31.7,10.7,7.5,3.4,3.5,13.9,100,7.7,30.2,31.7,16.2,1.7,5.5,0.8,6.3,100
UKR,Ukraine,2000,25.5,7.6,4.3,0,23,14.4,2.1,0,2.7,0.2,7.2,1.7,11.3,100,5.3,24.4,6.9,4.3,0,14.2,0,4.2,9.1,2.1,0,2.7,0.2,6.4,1.7,18.6,100,22.3,5.1,0,6.5,0.5,15.7,4.1,45.7,100,8.9,41.2,11.7,7.2,0,24,0,7,100
ARE,United Arab Emirates,2000,22.9,8.6,2.6,0,27.6,5.7,0.8,0,0.1,0,8.6,1.6,21.6,100,0.3,20,7.7,2.6,0,14.5,0,7.9,5.4,0.8,0,0.1,0,8.3,1.6,30.8,100,11.5,1.7,0,0.2,0,17.7,3.3,65.6,100,0.7,37.7,14.6,4.8,0,27.4,0,14.9,100
GBR,United Kingdom,2000,35.3,6.3,2.8,0,23.6,4,1.2,0,0.1,0,5,3,18.7,100,0.7,32.6,6.1,2.8,0,12.8,0,2.8,3.3,1.2,0,0.1,0,4.5,2.8,30.3,100,7.8,2.9,0,0.1,0,10.8,6.6,71.7,100,1.2,56.4,10.5,4.8,0,22.2,0,4.8,100
USA,United States of America,2000,27.7,4.8,2.7,0,25.3,3.1,1.9,0,0.1,0,11.2,0.9,22.2,100,0.4,24.8,4.3,2.7,0,14.4,0,8.4,2.7,1.9,0,0.1,0,10.8,0.9,28.6,100,6,4.2,0,0.3,0,24,2,63.5,100,0.7,45,7.8,4.9,0,26.2,0,15.3,100
URY,Uruguay,2000,21.7,7.3,6.5,0,26,8.9,3.1,0,0.4,0,7.4,1.3,17.3,100,1.2,19.3,6.6,6.5,0,12.1,0,3.5,7.7,3.1,0,0.3,0,7,1.3,31.6,100,15.1,6.2,0,0.6,0,13.7,2.5,62,100,2.5,39.2,13.4,13.2,0,24.6,0,7.2,100
UZB,Uzbekistan,2000,18.8,12.4,4.9,0.5,9.1,18.9,11.1,0,0,0,5.4,3,16,100,2.7,17.5,10.8,4.9,0.5,5.1,0.3,2.8,16.2,10.8,0,0,0,5.1,3,20.3,100,29.2,19.5,0,0,0,9.2,5.4,36.7,100,6,39.3,24.2,11,1,11.5,0.6,6.4,100
VUT,Vanuatu,2000,17.4,8.4,2.9,0.6,15.8,15.8,16,8.7,0,0,4.8,1.4,8,100,3,17,8.1,2.9,0.6,8.2,0,2.5,12.8,16,8.7,0,0,4.3,1.4,14.3,100,22.3,27.9,15.2,0,0,7.4,2.4,24.8,100,7,40.1,19.1,6.9,1.5,19.4,0,5.9,100
VEN,Venezuela,2000,25.3,9.1,9.7,0,14.9,8,10.3,0.1,0.2,0,6.5,1.9,13.9,100,1.7,24.9,9,9.7,0,7.8,0,2.6,6.4,10.3,0.1,0.2,0,6.1,1.9,19.4,100,14.4,23.3,0.2,0.5,0,13.8,4.2,43.7,100,3,44.7,16.1,17.5,0,14.1,0,4.6,100
VNM,Vietnam,2000,20.5,7.8,4.2,0.4,16.9,16.5,11.8,0.3,0.4,6.7,4.1,1.4,9.2,100,4.5,20,7.6,4.2,0.4,9,0,2.4,12,11.8,0.3,0.4,6.7,3.4,1.4,16.2,100,23.1,22.6,0.5,0.7,12.8,6.5,2.7,31.1,100,9.4,41.7,15.8,8.7,0.8,18.8,0,4.9,100
YEM,Yemen,2000,14.7,10.3,6.4,1.5,3.9,22,14.7,0.3,0,5.1,5.5,2.9,12.6,100,3,12.9,9.8,6.4,1.5,2.3,0.5,2.6,19.1,14.2,0.3,0,5.1,5.1,2.9,14.4,100,31.2,23.3,0.5,0,8.3,8.4,4.7,23.6,100,7.6,33.1,25.2,16.5,3.8,5.8,1.3,6.7,100
ZMB,Zambia,2000,7.4,8.5,4.2,0.4,3.1,16.1,13.8,10.6,15.2,5,3.1,2.6,9.9,100,1.8,6.5,7.5,4.2,0.4,1.3,0.2,1.5,14.3,13.6,10.6,15.1,5,2.9,2.6,12.6,100,18.7,17.7,13.7,19.6,6.6,3.8,3.4,16.5,100,7.6,27.8,32.2,18,1.7,5.4,0.7,6.6,100
ZWE,Zimbabwe,2000,11.2,9.2,4,0.3,4.6,16.1,11.2,4.7,20.6,0.3,3.8,2.5,11.5,100,2,9.6,8.5,4,0.3,2,0.2,1.9,14,11.1,4.7,20.4,0.3,3.6,2.5,14.9,100,19.6,15.5,6.6,28.5,0.5,5,3.5,20.9,100,7.1,33.7,29.9,14.1,1,7,0.6,6.5,100
